Period;Currency;Rate
2012-03-05;AUD;1.2354
2012-03-07;GBP;0.8349
2012-03-11;CAD;1.3091
2012-03-10;GBP;0.83595
2012-03-13;CAD;1.2953
2012-03-15;MXN;16.5456
2012-03-19;CAD;1.3037
2012-03-21;SEK;8.9185
2012-03-25;USD;1.3242
2012-03-29;MXN;16.9975
2012-04-01;AUD;1.2836
2012-04-03;AUD;1.2848
2012-04-03;CAD;1.3206
2012-04-08;SEK;
2012-04-10;GBP;0.8269
2012-04-12;CAD;1.3132
2012-04-14;SEK;8.8945
2012-04-18;GBP;0.81915
2012-04-19;USD;1.3086
2012-04-21;SEK;8.8396
2012-04-23;SEK;8.8618
2012-04-28;USD;1.3229
2012-05-13;USD;1.2944
2012-05-12;CAD;1.2997
2012-05-14;AUD;1.2881
2012-05-17;AUD;1.2795
2012-05-21;USD;1.275
2012-05-30;MXN;17.3868
2012-06-05;GBP;0.81005
2012-06-11;GBP;0.8077
2012-06-11;SEK;8.864
2012-06-14;MXN;17.6279
2012-06-18;GBP;0.806
2012-07-05;MXN;16.5626
2012-07-07;GBP;0.7965
2012-07-13;USD;1.2185
2012-07-15;GBP;0.7875
2012-07-17;GBP;0.78615
2012-07-24;MXN;16.5008
2012-07-25;AUD;1.1792
2012-07-26;SEK;8.4505
2012-07-27;USD;1.2317
2012-07-31;AUD;1.1675
2012-08-05;GBP;0.78745
2012-08-14;AUD;1.1728
2012-08-15;AUD;1.1725
2012-08-25;CAD;1.2424
2012-09-02;MXN;16.777
2012-09-06;GBP;0.7936
2012-09-07;GBP;0.7967
2012-09-10;CAD;1.2486
2003-08-01;USD;1.1169
2003-08-01;GBP;0.6962
2003-08-11;USD;1.1295
2003-08-13;MXN;12.142
2003-08-17;GBP;0.70375
2003-08-24;USD;1.0894
2003-08-26;CAD;1.5163
2003-09-02;GBP;0.6921
2003-09-14;CAD;1.5327
2003-09-17;AUD;1.6894
2003-09-17;GBP;0.7002
2003-09-18;GBP;0.699
2003-10-06;GBP;0.6952
2003-10-08;GBP;0.7083
2003-10-23;USD;1.1786
2003-10-25;GBP;0.6948
2003-10-25;MXN;13.1161
2003-10-26;MXN;13.1161
2003-10-27;AUD;1.6694
2003-10-28;SEK;9.0377
2003-10-29;GBP;0.6858
2003-11-02;USD;1.1622
2003-11-04;GBP;0.684
2003-11-10;CAD;1.5109
2003-11-19;SEK;8.9969
2003-11-25;MXN;13.2767
2003-11-26;CAD;1.5464
2003-11-26;MXN;13.4182
2003-12-01;MXN;13.7038
2003-12-02;GBP;0.69585
2003-12-03;USD;1.2102
2003-12-08;USD;1.2218
2003-12-11;AUD;1.6508
2003-12-13;AUD;1.6493
2003-12-13;CAD;1.6059
2003-12-14;SEK;8.9655
2003-12-15;USD;1.223
2003-12-16;USD;1.2339
2003-12-19;AUD;1.6835
2003-12-21;CAD;1.6585
2003-12-27;GBP;
2003-12-29;USD;1.2499
2004-01-01;USD;
2004-01-09;SEK;9.1119
2004-01-13;USD;1.2749
2004-01-17;SEK;9.1902
2004-01-23;CAD;1.6668
2004-01-28;CAD;1.6525
2004-01-31;SEK;9.194
2004-02-09;GBP;0.6838
2004-02-21;AUD;1.6117
2004-02-21;MXN;13.9238
2004-02-27;AUD;1.6159
2004-02-27;CAD;1.6758
2004-03-02;SEK;9.2481
2004-03-05;USD;1.2192
2004-03-11;CAD;1.6215
2004-03-12;SEK;9.2376
2004-03-16;MXN;13.5884
2004-03-17;GBP;0.6756
2004-03-28;CAD;1.6106
2004-03-29;AUD;1.6285
2004-04-10;AUD;
2004-04-16;USD;1.1932
2004-04-24;MXN;13.4711
2004-05-02;SEK;9.1483
2004-05-05;MXN;13.8066
2004-05-07;USD;1.2073
2004-05-07;SEK;9.1028
2004-05-18;CAD;1.6733
2004-05-18;MXN;13.7618
2004-05-18;SEK;9.162
2004-05-22;GBP;0.6717
2004-05-24;CAD;1.6391
2004-05-25;SEK;9.1262
2004-05-29;CAD;1.6685
2004-06-03;USD;1.2226
2004-06-05;AUD;1.7667
2004-06-08;SEK;9.104
2004-06-12;MXN;13.6675
2004-06-15;AUD;1.7628
2004-06-15;CAD;1.6603
2004-06-21;AUD;1.7526
2004-06-22;GBP;0.664
2004-06-24;SEK;9.1688
2004-06-27;AUD;1.7379
2004-06-26;MXN;13.7445
2004-06-29;USD;1.2169
2004-07-04;CAD;1.6198
2004-07-04;MXN;14.0399
2004-07-04;SEK;9.1785
2004-07-08;GBP;0.6668
2004-07-11;CAD;1.6303
2004-07-09;GBP;0.66835
2004-07-14;CAD;1.6348
2004-07-18;CAD;1.6333
2004-07-19;AUD;1.6934
2004-07-22;SEK;9.1923
2004-08-05;USD;1.2042
2004-08-08;GBP;0.6619
2004-08-14;AUD;1.7231
2004-08-15;CAD;1.6267
2004-08-20;USD;1.2293
2004-08-28;AUD;1.7094
2004-09-02;MXN;13.9577
2004-09-04;CAD;1.5802
2004-09-08;MXN;13.9563
2004-09-12;USD;1.2219
2004-09-16;AUD;1.7449
2004-09-26;MXN;14.0321
2004-09-27;AUD;1.719
2004-10-11;SEK;9.0515
2004-10-12;AUD;1.6858
2004-10-17;GBP;0.68945
2004-10-15;SEK;9.1078
2004-10-18;MXN;14.312
2004-10-24;AUD;1.7106
2004-10-23;CAD;1.5684
2004-10-22;GBP;0.691
2004-10-31;USD;1.2737
2004-10-31;AUD;1.7088
2004-10-29;CAD;1.5546
2004-11-04;AUD;1.6992
2004-11-06;AUD;1.6967
2004-11-20;MXN;14.7443
2004-12-03;MXN;14.8245
2004-12-09;AUD;1.7639
2004-12-09;SEK;8.994
2004-12-12;GBP;0.6912
2004-12-13;AUD;1.7505
2004-12-16;USD;1.3401
2004-12-17;GBP;0.68585
2004-12-17;MXN;14.9507
2004-12-21;GBP;0.6923
2004-12-22;CAD;1.6478
2004-12-26;AUD;1.7587
2005-01-03;MXN;15.0677
2005-01-07;GBP;0.7028
2005-01-07;SEK;9.0298
2005-01-10;GBP;0.6978
2005-01-13;AUD;1.7283
2005-01-17;USD;1.3085
2005-01-18;AUD;1.7285
2005-01-22;GBP;0.6953
2005-01-23;MXN;14.6216
2005-01-28;AUD;1.6847
2005-02-03;MXN;14.5114
2005-02-06;MXN;14.4764
2005-02-10;GBP;0.68825
2005-02-13;CAD;1.5986
2005-02-11;GBP;0.6897
2005-02-15;CAD;1.6052
2005-02-19;AUD;1.659
2005-02-24;MXN;14.7103
2005-02-27;SEK;9.0724
2005-03-01;SEK;9.0517
2005-03-04;CAD;1.6317
2005-03-05;CAD;1.6317
2005-03-04;SEK;9.0555
2005-03-11;SEK;9.063
2005-03-20;USD;1.3279
2005-03-22;CAD;1.5872
2005-03-24;USD;1.2982
2005-04-04;SEK;9.1818
2005-04-05;AUD;1.6758
2005-04-22;CAD;1.6148
2005-05-03;USD;1.2856
2005-05-07;CAD;1.6058
2005-05-11;MXN;14.2211
2005-05-15;MXN;13.936
2005-05-23;SEK;9.18
2005-05-26;SEK;9.2
2005-05-27;MXN;13.7399
2005-06-17;GBP;0.6678
2005-06-20;CAD;1.5031
2005-06-28;USD;1.2095
2005-07-05;USD;1.1883
2005-07-06;SEK;9.3693
2005-07-08;USD;1.1904
2005-07-15;USD;1.2073
2005-07-16;USD;1.2073
2005-07-15;AUD;1.6087
2005-07-16;CAD;1.4651
2005-07-17;GBP;0.6862
2005-07-23;AUD;1.5859
2005-07-24;AUD;1.5859
2005-07-24;GBP;0.6951
2005-07-30;MXN;12.8169
2005-08-01;CAD;1.4874
2005-08-04;AUD;1.599
2005-08-06;AUD;1.6069
2005-08-08;GBP;0.6916
2005-08-13;MXN;13.2592
2005-08-27;CAD;1.4709
2005-08-26;SEK;9.3291
2005-08-29;AUD;1.6292
2005-08-31;SEK;9.3401
2005-09-01;MXN;13.2959
2005-09-02;USD;1.2541
2005-09-03;MXN;13.4551
2005-09-05;SEK;9.294
2005-09-06;SEK;9.3124
2005-09-13;AUD;1.5988
2005-09-20;AUD;1.5768
2005-09-20;GBP;0.6734
2005-09-26;GBP;0.67895
2005-10-06;USD;1.2061
2005-10-08;SEK;9.3375
2005-10-14;USD;1.1999
2005-10-18;MXN;12.9553
2005-10-29;AUD;1.6114
2005-10-29;GBP;0.6809
2005-10-30;MXN;13.2198
2005-11-01;MXN;12.9397
2005-11-05;AUD;1.6207
2005-11-07;SEK;9.6045
2005-11-08;CAD;1.4036
2005-11-18;CAD;1.3892
2005-11-21;SEK;9.5722
2005-11-27;USD;1.1763
2005-11-30;USD;1.1769
2005-12-11;USD;1.1785
2005-12-12;CAD;1.3747
2005-12-12;SEK;9.4405
2005-12-20;MXN;12.778
2005-12-26;SEK;
2006-01-03;MXN;12.6593
2006-01-19;GBP;0.68785
2006-01-23;CAD;1.4133
2006-01-26;AUD;1.6223
2006-01-28;AUD;1.6188
2006-02-26;SEK;9.42
2006-03-18;USD;1.2185
2006-03-17;GBP;0.6945
2006-03-29;AUD;1.706
2006-04-16;SEK;
2006-04-17;USD;
2006-04-22;SEK;9.308
2006-04-27;GBP;0.6958
2006-04-27;MXN;13.8464
2006-04-29;MXN;13.9376
2006-05-04;USD;1.2592
2006-05-04;CAD;1.4003
2006-05-08;GBP;0.6846
2006-05-10;CAD;1.4047
2006-05-14;USD;1.2914
2006-05-13;AUD;1.6609
2006-05-15;AUD;1.6791
2006-05-17;MXN;14.1936
2006-05-21;SEK;9.3705
2006-05-22;CAD;1.4352
2006-05-29;CAD;1.4088
2006-06-03;GBP;0.68685
2006-06-05;SEK;9.1893
2006-06-07;AUD;1.726
2006-06-07;GBP;0.6878
2006-06-28;USD;1.257
2006-06-30;USD;1.2713
2006-07-04;USD;1.2791
2006-07-14;CAD;1.4289
2006-07-27;USD;1.2737
2006-07-29;USD;1.2664
2006-08-05;CAD;1.4492
2006-08-04;GBP;0.6759
2006-08-07;CAD;1.447
2006-08-08;USD;1.2839
2006-08-09;USD;1.2879
2006-08-19;GBP;0.68035
2006-08-21;SEK;9.2095
2006-08-28;MXN;14.0484
2006-09-02;AUD;1.6753
2006-09-03;AUD;1.6753
2006-09-05;SEK;9.3225
2006-09-08;AUD;1.6777
2006-09-08;GBP;0.6793
2006-09-14;CAD;1.4207
2006-09-21;USD;1.2731
2006-09-26;SEK;9.2895
2006-09-27;MXN;13.9348
2006-09-30;CAD;1.4136
2006-10-01;MXN;13.9283
2006-10-16;SEK;9.243
2006-10-22;MXN;13.6572
2006-10-25;CAD;1.4191
2006-10-26;USD;1.2653
2006-10-27;CAD;1.4262
2006-11-01;GBP;0.66845
2006-11-04;GBP;0.6688
2006-11-08;MXN;13.868
2006-11-24;AUD;1.6817
2006-11-28;SEK;9.0683
2006-12-19;GBP;0.67125
2006-12-22;GBP;0.6715
2006-12-22;MXN;14.2948
2006-12-25;USD;
2006-12-25;AUD;
2006-12-26;AUD;
2007-01-03;USD;1.3231
2007-01-03;AUD;1.6645
2007-01-03;MXN;14.2453
2007-01-13;MXN;14.1702
2007-01-14;SEK;9.1115
2007-01-15;MXN;14.1662
2007-01-16;AUD;1.6511
2007-01-23;SEK;9.0855
2007-01-26;AUD;1.6684
2007-01-27;AUD;1.6684
2007-01-31;USD;1.2954
2007-02-07;CAD;1.537
2007-02-13;AUD;1.6811
2007-02-14;AUD;1.6734
2007-02-17;USD;1.3119
2007-02-18;CAD;1.5259
2007-02-22;MXN;14.3809
2007-02-24;SEK;9.306
2007-02-28;USD;1.3211
2007-03-01;MXN;14.8333
2007-03-10;AUD;1.6889
2007-03-13;SEK;9.291
2007-03-19;MXN;14.8268
2007-03-20;USD;1.3296
2007-03-25;SEK;9.3135
2007-03-31;CAD;1.5366
2007-04-04;GBP;0.67665
2007-04-06;MXN;
2007-04-19;SEK;9.2195
2007-04-22;MXN;14.9227
2007-04-25;USD;1.3649
2007-04-25;AUD;1.6405
2007-05-08;MXN;14.6982
2007-05-08;SEK;9.189
2007-05-15;AUD;1.6279
2007-05-16;AUD;1.636
2007-05-17;CAD;1.4862
2007-05-21;CAD;1.4611
2007-05-22;AUD;1.6363
2007-05-26;USD;1.3441
2007-06-01;AUD;1.6214
2007-06-02;GBP;0.67925
2007-06-06;MXN;14.6357
2007-06-08;AUD;1.587
2007-06-13;AUD;1.5829
2007-06-17;SEK;9.427
2007-06-18;SEK;9.4345
2007-06-19;GBP;0.67465
2007-06-20;MXN;14.3924
2007-06-24;CAD;1.4411
2007-07-03;USD;1.3601
2007-07-03;AUD;1.5902
2007-07-07;AUD;1.5875
2007-07-08;GBP;0.67635
2007-07-14;CAD;1.4414
2007-07-19;USD;1.382
2007-07-20;USD;1.3803
2007-07-21;USD;1.3803
2007-07-30;AUD;1.6121
2007-08-01;CAD;1.4557
2007-08-05;MXN;14.994
2007-08-09;GBP;0.67705
2007-08-13;CAD;1.4372
2007-08-18;USD;1.3454
2007-08-21;CAD;1.4297
2007-08-21;MXN;15.0077
2007-08-25;AUD;1.6581
2007-08-30;USD;1.361
2007-10-03;USD;1.4195
2007-10-06;CAD;1.3947
2007-10-30;USD;1.4407
2007-10-30;GBP;0.6972
2007-11-03;SEK;9.253
2007-11-05;MXN;15.5283
2007-11-11;AUD;1.5993
2007-11-17;CAD;1.4302
2007-11-17;MXN;15.9984
2007-11-19;USD;1.4654
2007-11-27;CAD;1.4767
2013-05-28;USD;1.2938
2013-06-05;MXN;16.651
2013-06-08;AUD;1.3926
2013-06-14;GBP;0.8515
2013-06-25;CAD;1.377
2013-06-29;USD;1.308
2013-06-30;MXN;17.0413
2013-07-04;SEK;8.708
2013-07-08;CAD;1.3567
2013-07-14;GBP;0.8627
2013-07-17;CAD;1.3656
2013-07-23;MXN;16.5033
2013-07-24;CAD;1.3604
2013-07-26;MXN;16.7779
2013-07-31;AUD;1.4725
2013-07-31;SEK;8.7128
2013-08-03;USD;1.3203
2013-08-03;SEK;8.7714
2013-08-06;GBP;0.86575
2013-08-07;GBP;0.85955
2013-08-19;CAD;1.3786
2013-08-24;AUD;1.4879
2013-08-25;GBP;0.8591
2013-08-27;MXN;17.8049
2013-08-28;AUD;1.4975
2013-08-30;MXN;17.6158
2013-09-03;CAD;1.3864
2013-09-04;MXN;17.5563
2013-09-11;MXN;17.3472
2013-09-19;USD;1.3545
2013-09-21;AUD;1.4354
2013-09-25;AUD;1.443
2013-10-02;AUD;1.4458
2013-10-02;GBP;0.8341
2013-10-02;MXN;17.8303
2013-10-07;USD;1.3572
2013-10-08;GBP;0.84265
2013-10-12;SEK;8.7659
2013-10-14;SEK;8.7988
2013-10-16;USD;1.3561
2013-10-18;GBP;0.84515
2013-11-01;SEK;8.8055
2013-11-05;USD;1.3494
2013-11-17;SEK;8.9438
2013-11-22;SEK;8.8948
2013-11-25;AUD;1.4754
2013-11-27;CAD;1.4382
2013-12-01;USD;1.3611
2013-11-29;CAD;1.4394
2013-12-11;AUD;1.5123
2013-12-16;MXN;17.8013
2013-12-19;AUD;1.5445
2013-12-30;CAD;1.4764
2013-12-30;MXN;18.0096
2014-01-13;MXN;17.7642
2014-01-18;CAD;1.49
2014-02-07;SEK;8.8595
2014-02-14;USD;1.3707
2014-03-05;SEK;8.8519
2014-03-16;USD;1.3884
2014-03-19;AUD;1.5269
2014-04-01;CAD;1.5241
2014-04-13;USD;1.3872
2014-04-16;CAD;1.52
2014-04-16;SEK;9.092
2014-04-23;CAD;1.5249
2014-04-25;AUD;1.4883
2014-04-26;CAD;1.5239
2014-05-03;CAD;1.52
2014-05-21;SEK;9.0008
2014-05-24;SEK;9.06
2014-05-27;USD;1.3638
2014-05-27;GBP;0.811
2014-05-28;USD;1.3608
2014-06-05;CAD;1.4842
2014-06-11;MXN;17.6653
2014-06-12;USD;1.3528
2014-06-12;MXN;17.5769
2014-06-13;USD;1.3534
2014-06-19;GBP;0.79985
2014-07-03;AUD;1.4552
2014-07-08;AUD;1.4459
2014-07-17;CAD;1.4537
2014-07-21;GBP;0.7915
2014-07-31;AUD;1.4396
2014-08-06;AUD;1.4329
2014-08-11;AUD;1.4443
2014-08-13;AUD;1.4375
2014-08-16;MXN;17.467
2014-08-22;SEK;9.1532
2014-08-27;AUD;1.4102
2014-08-29;SEK;9.1658
2014-09-07;SEK;9.1813
2014-09-15;AUD;1.4311
2014-09-27;CAD;1.4148
2014-10-08;MXN;17.0353
2014-10-09;CAD;1.418
2014-10-15;CAD;1.4405
2014-10-17;GBP;0.7955
2014-10-26;CAD;1.4191
2014-10-31;USD;1.2524
2014-11-02;CAD;1.412
2014-11-05;MXN;16.9834
2014-11-14;CAD;1.4155
2014-11-15;MXN;16.9441
2014-11-25;SEK;9.2662
2014-12-03;MXN;17.362
2014-12-12;SEK;9.37
2014-12-17;GBP;0.7932
2015-01-06;GBP;0.7842
2015-01-18;USD;1.1588
2015-01-21;GBP;0.7671
2015-01-29;GBP;0.74775
2015-02-08;SEK;9.4565
2015-02-14;AUD;1.4689
2015-02-15;CAD;1.4235
2015-02-20;MXN;16.9572
2015-03-06;CAD;1.3666
2015-03-08;SEK;9.1893
2015-03-14;CAD;1.3462
2015-03-24;GBP;0.7344
2015-04-07;CAD;1.3563
2015-04-10;AUD;1.3824
2015-04-12;AUD;1.3824
2015-04-12;CAD;1.3386
2015-04-14;CAD;1.3292
2015-04-19;USD;1.0814
2015-04-26;USD;1.0824
2015-04-24;SEK;9.3816
2015-04-27;MXN;16.6591
2015-04-28;MXN;16.7325
2015-05-05;USD;1.1117
2015-05-08;AUD;1.4181
2015-05-18;CAD;1.3733
2015-05-19;MXN;16.9139
2015-05-19;SEK;9.3133
2015-05-23;MXN;17.005
2015-05-29;MXN;16.8433
2015-06-06;CAD;1.4023
2015-06-09;AUD;1.4606
2015-06-14;USD;1.122
2015-06-24;USD;1.1213
2015-07-03;CAD;1.3961
2015-07-12;USD;1.1185
2015-07-19;GBP;0.6983
2015-07-21;GBP;0.6987
2015-07-26;AUD;1.5058
2015-07-24;CAD;1.432
2015-07-27;MXN;18.0555
2015-08-03;MXN;17.6897
2015-08-03;SEK;9.4865
2015-08-05;SEK;9.4776
2015-08-08;USD;1.0941
2015-08-14;CAD;1.4571
2015-08-16;MXN;18.326
2015-08-18;GBP;0.7042
2015-08-21;MXN;18.9972
2015-08-30;SEK;9.4953
2015-08-31;CAD;1.4863
2015-08-31;GBP;0.72753
2015-09-05;USD;1.1138
2015-09-04;GBP;0.7315
2015-09-16;CAD;1.4877
2015-09-19;GBP;0.7298
2015-09-23;USD;1.115
2015-09-28;AUD;1.5967
2015-10-08;CAD;1.4683
2015-10-10;MXN;18.6271
2015-10-13;GBP;0.748
2015-10-14;CAD;1.4816
2015-10-17;SEK;9.3557
2015-10-18;SEK;9.3557
2015-10-29;SEK;9.3574
2015-11-07;GBP;0.71765
2015-11-08;MXN;18.0924
2015-11-14;MXN;18.062
2015-11-21;USD;1.0688
2015-11-20;MXN;17.7282
2015-11-26;USD;1.0612
2015-12-06;USD;1.0902
2015-12-05;MXN;18.2499
2015-12-12;GBP;0.7224
2015-12-21;USD;1.087
2015-12-24;USD;1.0947
2016-01-10;SEK;9.264
2016-01-16;CAD;1.5849
2016-01-21;USD;1.0893
2016-02-01;GBP;0.761
2016-02-02;GBP;0.7586
2016-02-03;GBP;0.7533
2016-02-05;GBP;0.76975
2016-02-05;SEK;9.4325
2016-02-10;MXN;21.0652
2016-02-12;CAD;1.5698
2016-02-17;CAD;1.5387
2016-02-28;AUD;1.5275
2016-02-28;CAD;1.4909
2016-03-09;AUD;1.465
2016-03-09;CAD;1.4705
2016-03-22;CAD;1.4679
2016-04-02;CAD;1.4894
2016-04-15;AUD;1.4648
2016-04-24;MXN;19.6823
2016-05-02;SEK;9.1803
2016-05-10;GBP;0.7876
2016-05-19;AUD;1.5563
2016-05-26;AUD;1.5481
2016-05-30;AUD;1.5504
2016-06-03;GBP;0.77285
2016-06-15;AUD;1.5188
2016-06-17;AUD;1.5234
2016-07-05;MXN;20.8069
2016-07-10;USD;1.107
2016-07-16;GBP;0.83275
2016-07-19;SEK;9.4922
2016-07-20;GBP;0.83605
2016-07-23;AUD;1.4717
2016-07-26;AUD;1.4599
2016-07-28;GBP;0.8422
2016-07-30;CAD;1.4643
2016-08-03;AUD;1.475
2016-08-04;MXN;20.9694
2016-08-09;SEK;9.4875
2016-08-16;GBP;0.8706
2016-08-18;AUD;1.4766
2016-08-20;GBP;0.86537
2016-08-26;CAD;1.4546
2016-08-28;GBP;0.8545
2016-08-26;MXN;20.7197
2016-09-11;USD;1.1268
2016-09-16;AUD;1.4949
2016-09-21;AUD;1.4665
2016-10-12;USD;1.102
2016-10-13;USD;1.1038
2016-10-15;SEK;9.7068
2016-10-18;SEK;9.7025
2016-10-23;GBP;0.8932
2016-10-21;MXN;20.3075
2016-10-26;MXN;20.3468
2016-10-27;USD;1.0927
2016-11-16;CAD;1.4425
2016-11-23;AUD;1.4294
2016-11-24;GBP;0.848
2016-11-25;CAD;1.429
2016-11-26;CAD;1.429
2016-12-01;GBP;0.84098
2016-12-10;MXN;21.5825
2016-12-12;GBP;0.839
2017-01-04;GBP;0.84945
2017-01-07;SEK;9.5515
2017-01-16;CAD;1.3927
2017-01-17;USD;1.0684
2017-01-19;GBP;0.86555
2017-01-31;MXN;22.2855
2017-02-05;CAD;1.4023
2017-02-08;SEK;9.4523
2017-02-13;GBP;0.8489
2017-02-15;CAD;1.3809
2017-02-20;GBP;0.85145
2017-02-25;GBP;0.84503
2017-03-08;CAD;1.4193
2017-03-11;CAD;1.4322
2017-03-13;GBP;0.87258
2017-03-18;MXN;20.571
2017-03-20;AUD;1.3922
2017-03-28;SEK;9.5318
2017-04-04;MXN;20.1312
2017-04-05;AUD;1.4085
2017-04-06;CAD;1.4322
2017-04-09;GBP;0.85573
2017-04-24;MXN;20.1642
2017-04-26;CAD;1.4792
2017-04-29;CAD;1.4914
2017-05-04;SEK;9.6438
2017-05-05;USD;1.0961
2019-04-02;GBP;0.86
2019-04-08;CAD;1.5042
2019-04-08;GBP;0.86183
2019-04-09;AUD;1.5781
2019-04-10;AUD;1.5785
2019-04-10;CAD;1.5032
2019-04-24;USD;1.1209
2019-05-06;CAD;1.5095
2019-05-08;GBP;0.86095
2019-05-11;USD;1.123
2019-05-13;CAD;1.5117
2019-05-16;MXN;21.3161
2019-05-22;CAD;1.4952
2019-05-29;USD;1.1156
2019-05-31;MXN;21.8922
2019-05-31;SEK;10.639
2019-06-02;SEK;10.639
2019-06-13;AUD;1.6336
2019-06-15;GBP;0.89093
2019-06-18;AUD;1.6349
2019-06-22;SEK;10.6308
2019-06-28;MXN;21.8201
2019-07-03;CAD;1.4794
2019-07-05;MXN;21.3872
2019-07-09;CAD;1.4706
2019-07-10;GBP;0.89928
2019-07-13;CAD;1.4667
2019-07-12;MXN;21.467
2019-07-15;GBP;0.89873
2019-07-18;GBP;0.89853
2019-07-19;CAD;1.4655
2019-07-22;SEK;10.544
2019-07-24;USD;1.114
2019-07-28;USD;1.1138
2019-07-27;CAD;1.468
2019-08-03;CAD;1.4698
2019-08-02;SEK;10.7223
2019-08-10;SEK;10.6972
2019-08-14;AUD;1.6579
2019-08-15;MXN;21.8595
2019-08-16;AUD;1.632
2019-08-25;USD;1.1065
2019-08-26;AUD;1.643
2019-08-27;SEK;10.705
2019-08-31;GBP;0.90565
2019-08-31;SEK;10.8395
2019-09-11;USD;1.1003
2019-09-20;MXN;21.4558
2019-09-25;AUD;1.6236
2019-09-29;CAD;1.4493
2019-10-05;USD;1.0979
2019-10-05;AUD;1.6247
2019-10-16;AUD;1.6394
2019-10-17;USD;1.1113
2019-10-20;SEK;10.7742
2019-10-27;AUD;1.627
2019-10-26;CAD;1.4511
2019-10-28;CAD;1.4487
2019-11-03;CAD;1.4682
2019-11-16;CAD;1.4608
2019-11-22;CAD;1.4679
2019-11-26;GBP;0.85715
2019-12-02;AUD;1.624
2019-12-02;SEK;10.5385
2019-12-16;GBP;0.83415
2019-12-17;USD;1.1162
2020-01-12;AUD;1.6132
2020-01-16;AUD;1.6115
2020-01-19;CAD;1.4498
2020-01-20;CAD;1.4487
2020-01-21;CAD;1.4512
2020-01-22;SEK;10.5528
2020-01-23;AUD;1.6149
2020-01-27;GBP;0.84358
2020-01-29;GBP;0.8458
2020-02-05;AUD;1.6299
2020-02-18;CAD;1.4345
2020-02-20;USD;1.079
2020-02-20;CAD;1.4304
2020-02-21;USD;1.0801
2020-02-25;GBP;0.8363
2020-02-28;AUD;1.6875
2020-03-08;CAD;1.5213
2020-03-12;AUD;1.7674
2020-03-15;GBP;0.8907
2020-03-16;USD;1.1157
2020-03-21;USD;1.0707
2020-03-20;CAD;1.5257
2020-03-23;AUD;1.8586
2020-03-25;USD;1.0827
2020-04-06;CAD;1.528
2020-04-07;USD;1.0885
2020-04-15;SEK;10.9323
2020-04-26;CAD;1.5173
2020-04-30;CAD;1.5077
2020-04-30;GBP;0.86905
2020-05-05;CAD;1.5201
2020-05-06;CAD;1.5225
2020-05-08;AUD;1.6613
2020-05-08;MXN;25.9023
2020-05-09;SEK;10.5875
2020-05-14;SEK;10.6418
2020-05-20;MXN;25.6425
2020-05-22;AUD;1.6694
2020-05-23;GBP;0.89563
2020-05-24;SEK;10.5373
2020-05-26;USD;1.0975
2020-05-28;MXN;24.558
2020-05-30;MXN;24.57
2020-05-31;MXN;24.57
2020-06-01;CAD;1.5228
2020-06-03;USD;1.1194
2020-06-05;CAD;1.5237
2020-06-28;SEK;10.4773
2020-06-30;SEK;10.4948
2020-07-01;MXN;25.7005
2020-07-02;MXN;25.536
2020-07-04;CAD;1.5233
2020-07-05;SEK;10.4715
2020-07-06;CAD;1.5333
2020-07-06;GBP;0.90505
2020-07-11;CAD;1.5336
2020-07-16;MXN;25.5051
2020-07-17;MXN;25.6132
2020-07-23;MXN;25.9685
2020-07-24;CAD;1.5578
2020-07-25;SEK;10.269
2020-08-12;USD;1.1771
2020-08-14;SEK;10.2933
2020-08-18;USD;1.1906
2020-08-18;GBP;0.90375
2020-09-02;AUD;1.6171
2020-09-04;SEK;10.3688
2020-09-07;USD;1.1824
2020-09-10;CAD;1.5586
2020-09-13;USD;1.1854
2020-09-13;MXN;25.2387
2020-09-15;SEK;10.404
2020-09-16;GBP;0.91423
2020-09-22;SEK;10.407
2020-09-27;AUD;1.6548
2020-09-29;USD;1.1702
2020-10-04;GBP;0.90673
2020-10-03;MXN;25.6582
2020-10-18;USD;1.1741
2020-10-18;AUD;1.6555
2020-11-02;SEK;10.3625
2020-11-03;GBP;0.90042
2020-11-07;AUD;1.6359
2020-11-09;GBP;0.90224
2020-11-09;SEK;10.197
2020-11-10;GBP;0.89183
2020-11-11;GBP;0.88935
2020-11-19;AUD;1.6272
2020-11-20;AUD;1.6227
2020-11-22;CAD;1.5484
2020-11-20;MXN;23.8656
2020-12-01;USD;1.1968
2020-12-01;SEK;10.2135
2020-12-02;AUD;1.6384
2020-12-12;AUD;1.609
2020-12-11;SEK;10.256
2020-12-16;MXN;24.2123
2020-12-18;CAD;1.5638
2021-01-06;AUD;1.5824
2021-01-15;GBP;0.88998
2021-01-24;AUD;1.577
2021-01-30;SEK;10.111
2021-02-03;CAD;1.5373
2021-02-07;SEK;10.1228
2021-02-22;SEK;10.0315
2021-02-25;GBP;0.86408
2021-02-25;SEK;10.0668
2021-02-27;CAD;1.5331
2021-02-26;GBP;0.87053
2021-03-09;CAD;1.499
2021-03-12;USD;1.1933
2021-03-13;GBP;0.85835
2021-03-13;SEK;10.1388
2021-03-18;USD;1.1912
2021-03-18;MXN;24.5306
2021-03-20;AUD;1.5365
2021-03-22;AUD;1.54
2021-03-24;MXN;24.5236
2021-03-25;SEK;10.1935
2021-03-28;SEK;10.1905
2021-04-17;MXN;23.8806
2021-04-29;CAD;1.4902
2021-04-30;MXN;24.2345
2021-05-07;CAD;1.4689
